;Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;employeecount;employeenumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NUMCOMPANIESWORKED;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TOTALWORKINGYEARS;TrainingTimesLastYear;WORKLIFEBALANCE;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YEARSWITHCURRMANAGER;SameAsMonthlyIncome;DateBirth;Salary;RoleDepartament;NUMBERCHILDREN;RemoteWork
427;46;Yes;;377,0$;;9;3;Marketing;1;1457;1;0;52;3;3; SaLeS EXecUtiVe ;4;Divorced;nan;15986;4;;No;11;3;1;nan;1;28;1;4;7;nan;4;3;nan;1977;1000000000$;;;Yes
428;45;No;travel_rarely;1038,0$;;20;3;Medical;1;1460;2;0;95;1;3; healtHCARe RePresenTATiVE ;1;;10851;19863;2;Y;Yes;18;3;2;80;1;nan;2;3;7;nan;0;7;10851;1978;1000000000$;;;False
429;49;No;travel_rarely;1490,0$;;7;4;Life Sciences;1;1484;3;0;35;3;3; hEAltHcArE RepreSeNTATivE ;2;Divorced;10466;20948;3;Y;;14;3;2;nan;2;29;3;3;8;nan;0;7;10466;1974;1000000000$;;;0
430;29;No;travel_rarely;1246,0$;;19;3;;1;1497;3;0;77;2;2; SAlES eXeCuTIve ;3;;nan;23757;1;Y;;14;3;3;nan;2;10;3;3;10;nan;0;4;nan;1994;1000000000$;;;1
431;29;Yes;;224,0$;;1;4;Technical Degree;1;1522;1;0;100;2;1; RESEarcH SCiENTiSt ;1;Single;2362;7568;6;Y;No;13;3;3;nan;0;nan;2;1;9;nan;0;7;2362;1994;1000000000$;;;1
432;29;No;;441,0$;;8;1;Other;1;1544;3;1;39;1;2; HealtHcaRe REpReSENTatIve ;1;;nan;7288;3;;No;13;3;3;nan;1;9;3;3;7;nan;0;7;nan;1994;1000000000$;;;1
433;40;No;travel_rarely;898,0$; Human Resources ;6;2;;1;nan;3;0;38;3;4; mANAGeR ;4;Single;nan;17381;1;Y;Yes;21;4;4;80;0;21;2;3;21;nan;7;7;nan;1983;1000000000$; mANAGeR  -  Human Resources ;;1
434;48;No;;nan$; Sales ;16;4;Life Sciences;1;nan;3;1;96;3;2; saLeS exECUtive ;3;Divorced;6439;13693;8;;No;14;3;3;nan;1;18;2;nan;8;nan;7;7;6439;1975;1000000000$; saLeS exECUtive  -  Sales ;;1
435;53;Yes;;607,0$;;2;5;;1;1572;3;1;78;2;3; maNUFaCTuRINg DiRECTOr ;4;Married;nan;14618;0;;;16;3;2;nan;1;nan;4;3;33;nan;1;9;nan;1970;1000000000$;;;Yes
436;44;No;;1313,0$;;7;3;Medical;1;1608;2;1;31;3;5; REsearcH DiREcToR ;4;;nan;3549;0;;Yes;14;nan;4;80;1;nan;4;2;22;nan;1;10;nan;1979;1000000000$;;;0
437;45;No;;1015,0$;;5;5;;1;1611;3;1;50;1;2; laBORATOrY TEchNICian ;1;;5769;23447;1;Y;;14;3;1;nan;0;10;3;3;10;nan;1;4;5769;1978;1000000000$;;;False
438;45;No;non-travel;nan$;;26;3;Marketing;1;1612;1;0;52;2;2; saLES ExeCutive ;1;;4385;24162;1;Y;;15;nan;1;80;1;10;2;nan;10;nan;4;5;4385;1978;1000000000$;;;0
439;34;No;travel_frequently;426,0$;;10;4;;1;1615;3;0;42;4;2; ManuFacTuRiNg DIrEcTOr ;4;;nan;17000;1;;;13;3;1;nan;1;9;3;nan;9;nan;7;2;nan;1989;1000000000$;;;1
440;39;No;;1387,0$; Research & Development ;10;5;Medical;1;nan;2;0;76;3;2; maNuFAcTURInG DIReCtoR ;1;;nan;3835;2;Y;;13;3;4;nan;3;nan;3;3;7;nan;7;7;nan;1984;1000000000$; maNuFAcTURInG DIReCtoR  -  Research & Development ;;0
441;27;No;;1302,0$; Research & Development ;-36;3;;1;1619;36;0;Not Available;2;1; LABORaTorY TEChNIcIAN ;1;Divorced;4066;16290;1;;No;11;3;1;nan;2;7;3;3;7;nan;0;7;4066;1996;1000000000$; LABORaTorY TEChNIcIAN  -  Research & Development ;;Yes
442;45;No;travel_rarely;1329,0$;;2;2;;1;1635;4;1;59;2;2; mANufacTuRiNG diReCTOr ;4;Divorced;nan;5388;1;;;19;3;1;nan;2;10;3;3;10;nan;3;9;nan;1978;1000000000$;;;1
443;44;No;;602,0$;;1;5;;1;1642;1;0;37;3;2; HUmAn resOuRceS ;4;Married;nan;10503;4;;Yes;11;3;3;nan;0;14;3;3;10;nan;0;2;nan;1979;1000000000$;;;True
444;25;No;;772,0$;;2;1;Life Sciences;1;1653;4;0;77;4;2; MaNuFACtuRInG dirECTOR ;3;Divorced;5206;4973;1;;;17;3;3;nan;2;7;6;3;7;nan;0;7;5206;1998;1000000000$;;;False
445;49;No;;809,0$;;1;3;;1;nan;3;0;36;3;4; MANAgEr ;3;Single;nan;22384;4;Y;;14;3;1;80;0;23;2;3;8;nan;0;0;nan;1974;1000000000$;;;True
446;48;Yes;travel_frequently;nan$;;7;2;;1;1691;4;1;95;3;1; SaLeS rEPRESENTATive ;3;;2655;11740;2;;;11;nan;3;80;2;19;3;3;9;nan;7;7;2655;1975;1000000000$;;;0
447;26;No;;786,0$;;7;3;Medical;1;1693;4;0;76;3;1; lAboRAtORy TecHnIcIaN ;4;;2570;11925;1;;No;20;4;3;80;0;7;5;3;7;nan;5;7;2570;1997;1000000000$;;;1
448;44;No;travel_rarely;921,0$;;2;3;Life Sciences;1;1703;3;1;96;4;3; hEALThCare RepreseNtATIVE ;4;;nan;14810;1;;;19;nan;2;nan;1;nan;2;3;8;nan;6;7;nan;1979;1000000000$;;;1
449;36;No;;530,0$;;2;4;;1;nan;3;1;51;3;2; SAles REpReSENtaTiVE ;4;Single;4502;7439;3;Y;;15;nan;3;nan;0;17;2;2;13;nan;6;7;4502;1987;1000000000$;;;Yes
450;46;No;;717,0$; Research & Development ;13;4;;1;1727;3;0;34;3;2; hEalTHcARe RePrEseNTATive ;2;Single;nan;9697;6;;No;14;3;4;nan;0;19;3;3;10;nan;0;9;nan;1977;1000000000$; hEalTHcARe RePrEseNTATive  -  Research & Development ;;True
451;35;No;;1370,0$;;27;4;Life Sciences;1;1728;4;0;49;3;2; MaNUFaCtuRiNG DirEctOr ;3;Married;nan;5151;2;Y;;16;3;2;80;1;17;3;3;7;nan;0;7;nan;1988;1000000000$;;;Yes
452;30;No;travel_frequently;1312,0$;;2;4;;1;1745;4;1;78;2;1; REsEArCh scientiST ;1;;4968;26427;0;Y;;16;3;4;80;0;10;2;nan;9;nan;0;7;4968;1993;1000000000$;;;False
453;30;No;;979,0$;;15;2;Marketing;1;1754;3;0;94;2;3; sALeS eXeCuTivE ;1;;nan;3088;2;;No;11;3;1;80;1;nan;2;3;7;nan;1;7;nan;1993;1000000000$;;;1
454;33;No;non-travel;1283,0$;;2;3;Marketing;1;1756;4;1;62;3;2; sALEs EXEcUtIvE ;2;;5147;10697;8;;No;15;3;4;nan;0;13;2;2;11;nan;1;7;5147;1990;1000000000$;;;True
455;32;No;;953,0$;;5;4;;1;1764;2;0;65;3;1; REsEarCH SciENtIST ;2;Single;2718;17674;2;Y;No;14;3;2;nan;0;12;3;3;7;nan;0;7;2718;1991;1000000000$;;;1
456;43;No;travel_rarely;244,0$;;2;3;Life Sciences;1;1778;2;0;97;3;1; HuMAN reSourcEs ;4;;3539;5033;0;Y;No;13;3;2;80;0;nan;5;3;9;nan;1;8;3539;1980;1000000000$;;;False
457;31;No;travel_rarely;196,0$;;29;4;Marketing;1;nan;1;1;91;2;2; SALeS ExECUtIVE ;4;;5468;13402;1;;;14;3;1;nan;2;nan;3;3;12;nan;5;7;5468;1992;1000000000$;;;1
458;35;Yes;;303,0$;;27;3;;1;1797;3;0;84;3;2; SaLEs EXEcuTIVe ;4;;5813;13492;1;;;18;3;4;80;0;nan;2;3;10;nan;7;7;5813;1988;1000000000$;;;False
459;35;No;non-travel;1180,0$; Research & Development ;2;2;Medical;1;1804;2;0;90;3;2; mANuFActuring DireCtOR ;4;Divorced;nan;24442;2;;No;14;3;3;nan;1;15;6;3;7;nan;1;7;nan;1988;1000000000$; mANuFActuring DireCtOR  -  Research & Development ;;0
460;30;No;;1092,0$;;10;3;Medical;1;1816;1;1;64;3;3; MANufaCturiNg dIrECtOr ;3;Single;9667;2739;9;Y;No;14;3;2;nan;0;9;3;3;7;nan;0;2;9667;1993;1000000000$;;;False
461;46;Yes;travel_rarely;261,0$;;-19;2;Medical;1;1821;4;1;66;3;2; heALThcare RePreSeNtatIve ;2;Married;nan;10842;4;;No;22;4;4;nan;1;13;2;4;9;7;3;7;nan;1977;1000000000$;;;0
462;45;No;non-travel;589,0$;;2;4;;1;nan;3;1;67;3;2; sAlEs EXeCUTive ;3;Married;5154;19665;4;Y;;22;4;2;nan;2;10;3;4;8;nan;5;7;5154;1978;1000000000$;;;False
463;43;No;travel_frequently;1422,0$;;2;4;Life Sciences;1;1849;1;0;92;3;2; SALEs eXecuTIVE ;4;Married;5675;19246;1;;;20;4;3;nan;1;7;5;3;7;nan;7;7;5675;1980;1000000000$;;;0
464;46;Yes;;nan$;;10;3;Life Sciences;1;1869;3;1;64;3;3; saLES exeCuTIVe ;2;;7314;14011;5;Y;;21;4;3;80;3;14;2;3;8;nan;0;7;7314;1977;1000000000$;;;1
465;40;No;travel_rarely;1137,0$; Research & Development ;1;4;;1;nan;1;0;98;3;4; MaNagEr ;1;;nan;18991;2;Y;;11;3;1;nan;1;22;3;nan;19;nan;11;16;nan;1983;1000000000$; MaNagEr  -  Research & Development ;;True
466;27;No;travel_rarely;511,0$; Sales ;2;2;;1;1898;1;1;89;4;2; SaLeS exeCuTIVe ;3;Single;nan;26997;0;Y;No;14;3;2;nan;0;9;5;2;8;nan;0;7;nan;1996;1000000000$; SaLeS exeCuTIVe  -  Sales ;;False
467;42;No;;1396,0$;;6;3;Medical;1;1911;3;0;83;3;3; rESEARCh diReCtoR ;1;Married;nan;14842;9;Y;No;13;3;2;80;1;18;3;4;13;nan;5;7;nan;1981;1000000000$;;;1
468;26;No;travel_frequently;1096,0$;;6;3;Other;1;nan;3;0;61;4;1; LaBorAtoRY tEchNIciaN ;4;Married;nan;7102;0;;No;18;3;1;nan;1;8;3;3;7;nan;7;7;nan;1997;1000000000$;;;True
469;28;No;travel_frequently;nan$;;1;2;Life Sciences;1;1927;3;0;42;2;2; SaLeS ExECutiVe ;4;Married;nan;19255;1;;;12;3;3;nan;1;7;2;3;7;nan;0;7;nan;1995;1000000000$;;;True
470;47;No;;1169,0$;;14;4;;1;1934;3;0;64;3;2; ResEaRCh ScIENTiST ;2;Married;nan;2125;8;Y;;18;3;3;80;1;nan;4;4;8;nan;1;7;nan;1976;1000000000$;;;0
471;34;No;travel_rarely;1239,0$;;13;4;Medical;1;1951;4;0;39;3;3; SalES ExecutivE ;3;Divorced;nan;22914;1;;No;18;3;3;nan;1;9;2;2;8;nan;1;1;nan;1989;1000000000$;;;1
472;26;No;;157,0$; Research & Development ;1;3;Medical;1;1952;3;0;95;3;1; lAboRaTory tECHNIciAN ;1;Single;nan;20006;0;Y;No;13;3;4;nan;0;8;6;nan;7;nan;7;6;nan;1997;1000000000$; lAboRaTory tECHNIciAN  -  Research & Development ;;1
473;27;No;travel_rarely;954,0$;;9;3;;1;1965;4;0;44;3;2; Sales eXeCUtIVE ;4;;nan;5099;1;;;14;3;1;nan;0;nan;5;nan;7;nan;0;7;nan;1996;1000000000$;;;0
474;31;Yes;travel_frequently;754,0$; Sales ;26;4;Marketing;1;1967;1;0;63;3;2; saLes eXECUTIVe ;4;;nan;21075;1;Y;Yes;11;3;3;nan;0;10;4;3;10;nan;0;8;nan;1992;1000000000$; saLes eXECUTIVe  -  Sales ;;Yes
475;33;No;travel_frequently;1303,0$;;7;2;Life Sciences;1;nan;4;0;Not Available;3;2; hEALTHcaRe rePrESentATIve ;3;Divorced;nan;18079;1;;;20;nan;3;nan;3;9;2;3;9;nan;2;8;nan;1990;1000000000$;;;Yes
476;31;No;;697,0$;;10;3;;1;1979;3;1;40;3;3; resEarch diReCtor ;3;Married;nan;26862;4;;No;20;4;3;nan;1;13;2;4;11;nan;4;8;nan;1992;1000000000$;;;1
477;35;No;;1395,0$;;9;4;Medical;1;2008;2;0;48;3;2; REseaRCH SCIENTIsT ;3;;5098;18698;1;;No;19;3;2;nan;0;10;5;3;10;nan;0;8;5098;1988;1000000000$;;;1
478;33;No;travel_rarely;501,0$;;15;2;;1;2009;2;1;95;3;2; hEalthcarE ReprESeNTatiVe ;4;Married;nan;21653;0;;Yes;13;nan;1;nan;1;nan;6;3;9;nan;8;1;nan;1990;1000000000$;;;Yes
479;39;No;travel_rarely;116,0$;;24;1;Life Sciences;1;2014;1;0;52;3;2; resEaRcH SCieNTiST ;4;Single;nan;5340;7;;No;13;nan;1;nan;0;nan;2;3;7;nan;1;7;nan;1984;1000000000$;;;False
480;36;No;travel_rarely;557,0$;;-46;3;;1;nan;46;1;94;2;3; salEs ExECutIvE ;4;Marreid;nan;12695;0;Y;No;19;3;3;nan;2;10;2;3;9;nan;3;4;nan;1987;1000000000$;;;Yes
481;41;No;travel_rarely;582,0$;;28;4;Life Sciences;1;2034;1;1;60;2;4; maNUfaCtuRINg dIReCTor ;2;Married;13570;5640;0;Y;No;23;nan;3;nan;1;21;3;3;20;nan;0;10;13570;1982;1000000000$;;;Yes
482;34;No;;704,0$; Sales ;28;3;Marketing;1;2035;4;1;95;2;2; saLes EXEcuTiVe ;3;Married;6712;8978;1;Y;No;21;4;4;nan;2;8;2;3;8;nan;1;7;6712;1989;1000000000$; saLes EXEcuTiVe  -  Sales ;;False
483;38;No;travel_rarely;nan$;;10;2;;1;nan;1;1;100;3;2; SaLes exECutiVe ;4;Married;nan;5982;1;;No;11;3;3;nan;1;10;1;3;10;nan;1;9;nan;1985;1000000000$;;;1
484;39;No;travel_rarely;613,0$;;6;1;;1;2062;4;0;42;2;3; hEALthcarE REPrESEnTATIve ;1;;9991;21457;4;;;15;3;1;80;1;nan;5;3;7;nan;1;7;9991;1984;1000000000$;;;1
485;34;No;travel_rarely;419,0$;;7;4;;1;28;1;1;53;3;3; reSeArch dIRectoR ;2;Single;nan;21293;0;;No;11;nan;3;nan;0;nan;4;3;12;6;2;11;nan;1989;1000000000$;;;0
486;44;No;travel_rarely;477,0$;;7;4;Medical;1;nan;1;1;42;2;3; HeAlthCArE RePReSeNtaTIVe ;4;Married;10248;2094;3;;;14;nan;4;nan;1;24;4;3;22;nan;5;17;10248;1979;1000000000$;;;True
487;46;No;;1211,0$;;5;4;;1;62;1;0;98;3;2; SAlES EXEcUtIve ;4;Single;nan;20445;4;Y;;21;nan;3;nan;0;14;4;3;9;nan;0;8;nan;1977;1000000000$;;;Yes
488;41;No;travel_frequently;857,0$; Research & Development ;10;3;Life Sciences;1;199;4;0;91;2;4; mAnaGeR ;1;Divorced;nan;12888;4;Y;;13;3;2;nan;1;nan;2;2;7;nan;7;7;nan;1982;1000000000$; mAnaGeR  -  Research & Development ;;0
489;39;No;;505,0$; Research & Development ;2;4;;1;343;3;1;64;3;3; HEALThCaRe rePResEnTaTivE ;3;Single;10938;6420;0;;No;25;4;4;nan;0;20;1;3;19;nan;11;8;10938;1984;1000000000$; HEALThCaRe rePResEnTaTivE  -  Research & Development ;;0
490;42;No;travel_rarely;269,0$;;2;3;Medical;1;351;4;1;56;2;1; labORAtOry tecHnICiAn ;1;Divorced;2593;8007;0;;Yes;11;3;3;80;1;10;4;3;9;nan;7;8;2593;1981;1000000000$;;;True
491;33;No;travel_frequently;553,0$; Research & Development ;5;4;;1;428;4;1;74;3;3; mAnAgEr ;2;Married;11878;23364;6;Y;;11;nan;2;80;2;12;2;3;10;nan;8;8;11878;1990;1000000000$; mAnAgEr  -  Research & Development ;;True
492;35;No;travel_rarely;1296,0$;;5;4;Technical Degree;1;464;3;0;62;3;3; manUfacTUriNg dirEctOr ;2;Single;8095;18264;0;;No;13;3;4;80;0;17;5;3;16;nan;0;13;8095;1988;1000000000$;;;1
493;33;Yes;travel_rarely;1277,0$;;15;1;Medical;1;nan;2;0;56;3;3; MaNager ;3;Married;nan;24619;7;;;12;3;4;nan;0;15;2;4;7;nan;7;7;nan;1990;1000000000$;;;True
494;40;No;travel_rarely;302,0$;;6;3;Life Sciences;1;nan;2;1;75;3;4; ManuFACTurInG dIreCToR ;3;Single;nan;20364;7;;No;15;3;3;nan;0;22;3;3;20;nan;5;13;nan;1983;1000000000$;;;False
495;41;No;travel_rarely;427,0$;;10;4;Human Resources;1;731;2;0;73;2;5; mANager ;4;Divorced;nan;8861;3;Y;No;15;3;2;nan;3;23;2;2;21;nan;12;6;nan;1982;1000000000$;;;0
496;27;No;;975,0$;;7;3;;1;764;4;1;55;2;2; heAlthCARE REPresentAtivE ;1;;nan;23398;8;;No;19;3;1;nan;0;nan;2;1;7;nan;0;7;nan;1996;1000000000$;;;False
497;52;No;travel_rarely;621,0$;;3;4;Marketing;1;nan;3;0;31;2;4; mANager ;1;;16856;10084;1;;;11;3;1;nan;0;nan;3;4;34;nan;1;16;16856;1971;1000000000$;;;Yes
498;51;No;travel_rarely;1318,0$;;26;4;Marketing;1;851;1;1;66;3;4; MaNaGer ;3;Married;nan;5594;2;;No;14;3;3;nan;1;nan;2;2;20;nan;4;17;nan;1972;1000000000$;;;False
499;47;No;travel_rarely;249,0$;;2;2;Marketing;1;903;3;1;35;3;2; sAlEs ExECUtiVE ;4;;4537;17783;0;;;22;4;1;nan;1;8;2;3;7;nan;7;7;4537;1976;1000000000$;;;Yes
500;50;No;non-travel;881,0$; Research & Development ;2;4;;1;905;1;0;98;3;4; MaNageR ;1;Divorced;17924;4544;1;Y;;11;3;4;nan;1;31;3;3;31;nan;14;7;17924;1973;1000000000$; MaNageR  -  Research & Development ;;False
501;35;No;travel_rarely;1137,0$; Research & Development ;21;1;Life Sciences;1;942;4;1;51;3;2; HeAlThCarE rEpreSentatiVe ;4;Married;4014;19170;1;;;25;4;4;nan;1;10;2;1;10;nan;0;7;4014;1988;1000000000$; HeAlThCarE rEpreSentatiVe  -  Research & Development ;;True
502;39;No;travel_rarely;466,0$;;1;1;;1;1026;4;1;65;2;4; MANuFaCTURiNG DIrEctOr ;4;Married;12742;7060;1;;No;16;3;3;nan;1;nan;3;3;21;nan;11;8;12742;1984;1000000000$;;;True
503;39;No;travel_frequently;945,0$;;22;3;Medical;1;nan;4;1;82;3;3; MaNUFaCtURINg dIrEcToR ;1;Single;nan;5083;1;;;13;3;3;nan;0;nan;2;3;21;nan;2;8;nan;1984;1000000000$;;;0
504;41;No;;509,0$;;7;2;;1;1085;2;1;43;4;1; reseaRcH SCIEnTisT ;3;;3376;18863;1;;No;13;3;3;80;0;nan;3;3;10;nan;0;8;3376;1982;1000000000$;;;False
505;44;Yes;;1376,0$; Human Resources ;1;2;Medical;1;nan;2;0;91;2;3; HUMAN ResoURCeS ;1;Married;10482;2326;9;;No;14;nan;4;80;1;24;1;3;20;nan;3;6;10482;1979;1000000000$; HUMAN ResoURCeS  -  Human Resources ;;Yes
506;42;No;;469,0$;;2;2;Medical;1;1109;4;0;35;3;4; MAnagER ;1;;nan;14399;0;;No;17;3;4;nan;1;23;3;3;22;nan;13;7;nan;1981;1000000000$;;;False
507;52;No;travel_rarely;994,0$;;7;4;Life Sciences;1;1118;2;0;87;3;3; healThCaRE RepREsEntAtIve ;2;Single;nan;15322;7;Y;;19;3;4;nan;0;18;4;nan;8;nan;4;0;nan;1971;1000000000$;;;Yes
508;38;No;;433,0$;;1;3;;1;1152;3;0;37;4;1; hUmAN ReSouRCes ;3;;nan;6004;1;;No;13;3;4;nan;1;7;2;4;7;nan;5;0;nan;1985;1000000000$;;;1
509;46;No;;991,0$; Human Resources ;1;2;Life Sciences;1;nan;4;1;44;3;1; huMAn ResOurces ;1;;nan;22957;6;;;12;3;3;80;0;10;3;4;7;nan;5;7;nan;1977;1000000000$; huMAn ResOurces  -  Human Resources ;;True
510;35;No;;482,0$;;4;4;Life Sciences;1;1350;3;0;87;3;2; rESEArCh sCIEnTiST ;3;Single;4249;2690;1;;;11;3;2;nan;0;nan;3;3;9;nan;1;1;4249;1988;1000000000$;;;False
511;28;No;travel_rarely;1083,0$; Research & Development ;29;1;Life Sciences;1;1514;3;0;96;1;2; mANUfacTURiNG dIRectOR ;2;Married;6549;3173;1;;;14;nan;2;nan;2;8;2;2;8;nan;1;7;6549;1995;1000000000$; mANUfacTURiNG dIRectOR  -  Research & Development ;;1
512;44;No;;136,0$;;28;3;Life Sciences;1;1523;4;0;32;3;4; resEaRCh dIrEcTOR ;1;Married;nan;22074;3;;No;13;3;3;nan;1;nan;1;4;20;nan;14;17;nan;1979;1000000000$;;;1
513;50;No;;333,0$;;22;5;;1;1539;3;0;88;1;4; ReseaRCh directoR ;4;;14411;24450;1;;;13;3;4;nan;0;nan;2;3;32;nan;13;9;14411;1973;1000000000$;;;0
514;55;No;travel_rarely;685,0$;;-23;5;Marketing;1;nan;3;0;60;2;5; MAnagER ;4;;19586;23037;1;Y;No;21;4;3;80;1;36;3;3;36;nan;2;13;19586;1968;1000000000$;;;1
515;39;No;;1462,0$; Sales ;6;3;;1;1588;4;0;38;4;3; saLES eXEcUTiVE ;3;Married;8237;4658;2;Y;No;11;3;1;nan;1;11;3;3;7;nan;7;6;8237;1984;1000000000$; saLES eXEcUTiVE  -  Sales ;;True
516;49;No;;722,0$; Research & Development ;-13;4;;1;1617;13;1;84;3;1; labORaTORY teChNIcIaN ;1;;3211;22102;1;;;14;3;4;nan;1;10;3;2;9;nan;1;4;3211;1974;1000000000$; labORaTORY teChNIcIaN  -  Research & Development ;;True
517;45;No;;nan$;;28;2;Technical Degree;1;1719;4;1;48;2;4; rESeaRch DiREctor ;2;Single;16704;17119;1;;;11;nan;3;nan;0;21;2;3;21;6;8;6;16704;1978;1000000000$;;;False
518;46;No;;1277,0$;;2;3;;1;nan;3;0;74;3;3; saleS ExeCUTIVe ;4;;nan;5596;4;;;12;3;2;nan;1;nan;5;2;10;nan;0;3;nan;1977;1000000000$;;;False
519;27;No;;1131,0$;;15;3;;1;1870;4;1;77;2;1; ResEarCh SCiEnTist ;1;Married;4774;23844;0;;No;19;3;4;nan;1;nan;2;nan;7;nan;7;3;4774;1996;1000000000$;;;0
520;42;No;travel_rarely;300,0$;;2;3;;1;2031;1;0;56;3;5; ManagEr ;3;Married;nan;17312;5;;;11;3;1;nan;0;24;2;2;22;nan;4;14;nan;1981;1000000000$;;;1
521;49;No;;1023,0$; Sales ;2;3;;1;2065;4;0;63;2;2; saLes eXeCUTivE ;2;Married;nan;13243;2;;;14;3;4;80;0;17;3;2;9;nan;0;8;nan;1974;1000000000$; saLes eXeCUTivE  -  Sales ;;True
522;29;No;travel_rarely;153,0$;;15;2;Life Sciences;1;15;4;1;49;2;2; laborAtOry tEChniCIAn ;3;Single;nan;12682;0;;Yes;12;3;4;nan;0;10;3;3;9;nan;0;8;nan;1994;1000000000$;;;True
523;34;No;non-travel;1065,0$;;-12;4;Marketing;1;60;12;0;72;3;2; SalES exECutIVe ;3;;4568;10034;0;Y;No;20;4;3;nan;0;nan;2;3;9;nan;8;7;4568;1989;1000000000$;;;False
524;37;No;;1115,0$;;1;4;;1;nan;1;0;51;2;2; manUFACtURinG DIREcTOR ;3;Divorced;5993;2689;1;;No;18;3;3;80;1;nan;2;nan;7;nan;0;7;5993;1986;1000000000$;;;False
525;36;No;;1195,0$;;11;3;;1;85;2;0;95;2;2; ManUFaCtURInG dIReCToR ;2;Single;6499;22656;1;Y;No;13;3;3;nan;0;6;3;3;6;nan;0;3;6499;1987;1000000000$;;;True
526;45;No;;1316,0$;;29;3;;1;nan;3;0;83;3;1; rESEArch SciEntIST ;4;Single;3452;9752;5;;;13;3;2;nan;0;9;2;2;6;nan;0;3;3452;1978;1000000000$;;;1
527;29;No;travel_rarely;665,0$;;15;3;;1;346;3;0;60;3;1; reSearch sCienTiSt ;4;;nan;22673;1;;No;19;3;1;nan;0;6;1;3;6;nan;1;5;nan;1994;1000000000$;;;False
528;26;No;;1479,0$;;1;3;;1;384;3;1;84;3;2; manUFaCTUriNg DIrectOR ;2;;6397;26767;1;;No;20;4;1;80;1;6;6;1;6;nan;1;4;6397;1997;1000000000$;;;False
529;28;No;;304,0$;;9;4;Life Sciences;1;498;2;0;92;3;2; saLes exEcutiVE ;4;Single;nan;20750;1;Y;No;16;3;4;nan;0;nan;1;3;7;nan;0;7;nan;1995;1000000000$;;;1
530;42;No;travel_frequently;1368,0$;;-30;4;Technical Degree;1;551;4;1;Not Available;2;2; HeALthcare RePREsENTativE ;4;Married;nan;4386;0;Y;No;11;3;4;80;3;7;4;4;6;nan;0;4;nan;1981;1000000000$;;;Yes
531;31;No;travel_rarely;828,0$; Sales ;2;1;Life Sciences;1;604;2;0;77;3;2; Sales exECutIVE ;4;;nan;8346;4;;Yes;13;3;3;80;0;10;2;4;6;nan;0;5;nan;1992;1000000000$; Sales exECutIVE  -  Sales ;;True
532;37;No;travel_rarely;799,0$;;-47;3;;1;nan;47;1;59;3;3; MAnUfaCTUrINg dIrEctor ;4;Single;nan;23848;4;Y;;17;3;4;nan;0;nan;3;4;6;nan;1;2;nan;1986;1000000000$;;;Yes
533;37;No;non-travel;142,0$;;9;4;;1;626;1;0;69;3;3; sALES ExEcUTiVE ;2;Divorced;nan;24666;1;Y;No;13;3;4;nan;1;9;6;3;9;nan;7;7;nan;1986;1000000000$;;;0
534;37;No;travel_rarely;446,0$;;1;4;Life Sciences;1;nan;2;1;65;3;2; mANUfacTurING dirECtOr ;2;Married;nan;15701;6;;;12;3;2;nan;1;8;2;2;6;nan;4;3;nan;1986;1000000000$;;;0
535;24;No;travel_rarely;691,0$;;23;3;Medical;1;nan;2;0;89;4;1; REseaRCH SCiEntIst ;4;;2725;21630;1;;;11;3;2;nan;2;nan;3;3;6;nan;1;4;2725;1999;1000000000$;;;1
536;50;No;;1246,0$;;3;3;;1;644;1;0;99;3;5; manaGer ;2;Married;nan;7999;1;;No;11;3;3;80;1;nan;2;3;32;nan;10;7;nan;1973;1000000000$;;;False
537;34;No;;254,0$;;1;2;Life Sciences;1;649;2;0;83;2;1; RESEarCh SCIeNtIst ;4;;3622;22794;1;;Yes;13;3;4;nan;1;6;3;3;6;nan;1;3;3622;1989;1000000000$;;;True
538;27;No;travel_frequently;1410,0$;;3;1;Medical;1;714;4;1;71;4;2; saLES ExecUTIvE ;4;;nan;16673;1;;;20;nan;2;80;2;nan;3;3;6;nan;0;4;nan;1996;1000000000$;;;0
539;25;No;;883,0$; Sales ;-42;1;;1;781;42;1;32;3;2; saleS eXEcuTIvE ;4;Single;6180;22807;1;Y;No;23;4;2;nan;0;6;5;2;6;nan;1;4;6180;1998;1000000000$; saleS eXEcuTIvE  -  Sales ;;False
540;34;No;;304,0$; Sales ;-25;3;Other;1;nan;4;0;60;3;2; SALes ExeCUtive ;4;Single;6274;18686;1;Y;No;22;4;3;nan;0;6;5;3;6;nan;1;4;6274;1989;1000000000$; SALes ExeCUtive  -  Sales ;;Yes
541;34;No;;121,0$; Research & Development ;2;4;;1;804;3;1;86;2;1; reSearCH SCieNtIst ;1;;4381;7530;1;Y;;11;nan;3;80;0;6;3;3;6;nan;1;3;4381;1989;1000000000$; reSearCH SCieNtIst  -  Research & Development ;;1
